date,year,month,day,day_of_week,day_name,week_of_year,quarter,is_public_holiday,is_school_holiday,temperature,precipitation,weather_type,special_exhibition,local_event,marketing_campaign,ticket_promotion,ticket_price,visitors_last_week,visitors_last_2weeks,visitors_last_month,visitors_7day_avg,visitors_14day_avg,visitors_30day_avg,visitors_same_day_last_year,visitors,dow_sin,dow_cos,month_sin,month_cos,doy,doy_sin,doy_cos,woy_sin,woy_cos,is_weekend,season,season_Autumn,season_Spring,season_Summer,season_Winter,weather_encoded,weather_Cloudy,weather_Partly Cloudy,weather_Rainy,weather_Sunny,days_since_start,weekend_x_public_holiday,weekend_x_school_holiday,exhibition_x_weekend,sunny_weekend,marketing_x_exhibition,any_boost,boost_count,visitors_lag_1,visitors_lag_2,visitors_lag_3,visitors_lag_14,visitors_lag_21,visitors_lag_28,visitors_lag_60,visitors_lag_90,rolling_mean_3d,rolling_std_3d,rolling_max_3d,rolling_min_3d,rolling_mean_7d,rolling_std_7d,rolling_max_7d,rolling_min_7d,rolling_mean_14d,rolling_std_14d,rolling_max_14d,rolling_min_14d,rolling_mean_30d,rolling_std_30d,rolling_max_30d,rolling_min_30d,rolling_mean_60d,rolling_std_60d,rolling_max_60d,rolling_min_60d,rolling_mean_90d,rolling_std_90d,rolling_max_90d,rolling_min_90d,ewma_7d,ewma_14d,ewma_30d,lag_7_same_dow,lag_14_same_dow,lag_21_same_dow,lag_28_same_dow,mean_last_4_same_dow,visitors_log
2023-04-11,2023,4,11,1,Tuesday,15,2,0,1,9.7,0.7,Cloudy,1,0,0,0,25,333.0,310.0,490.0,624.1428571428571,550.3571428571429,510.6666666666667,380.9425444596443,337,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,101,0.9859481499638304,-0.16705162550211924,0.9709418174260521,-0.2393156642875575,0,Autumn,1,0,0,0,1,1,0,0,0,100,0,0,0,0,0,1,2,576.0,1090.0,818.0,310.0,531.0,300.0,362.0,372.0,828.0,257.1458729981878,1090.0,576.0,623.5714285714286,290.635428640337,1090.0,333.0,548.4285714285714,244.4553488521322,1090.0,310.0,515.7666666666667,196.24416237016536,1090.0,263.0,486.9166666666667,191.69407934648686,1143.0,225.0,476.14444444444445,186.4669480674739,1143.0,225.0,683.9327149362589,610.0019702433074,544.9295163393614,333.0,310.0,531.0,300.0,368.5,5.823045895483019
2023-04-12,2023,4,12,2,Wednesday,15,2,0,1,15.5,1.9,Cloudy,1,0,1,0,25,355.0,359.0,469.0,643.2857142857143,559.6428571428571,511.3333333333333,380.9425444596443,489,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,102,0.9829265519799822,-0.18399835165768005,0.9709418174260521,-0.2393156642875575,0,Autumn,1,0,0,0,1,1,0,0,0,101,0,0,0,0,1,1,3,337.0,576.0,1090.0,359.0,543.0,382.0,748.0,244.0,667.6666666666666,384.77829114092884,1090.0,337.0,624.1428571428571,289.9720840422567,1090.0,337.0,550.3571428571429,242.52854142676378,1090.0,333.0,510.6666666666667,198.90689787684215,1090.0,263.0,486.5,191.99713098138932,1143.0,225.0,475.75555555555553,186.7229101998684,1143.0,225.0,597.1995362021942,573.6017075441997,531.5147088335962,355.0,359.0,543.0,382.0,409.75,6.194405391104672
2023-04-13,2023,4,13,3,Thursday,15,2,0,1,10.5,4.6,Cloudy,1,0,1,0,25,383.0,390.0,300.0,727.8571428571429,601.4285714285714,533.8333333333334,380.9425444596443,975,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,103,0.9796136916454901,-0.20089055513063506,0.9709418174260521,-0.2393156642875575,0,Autumn,1,0,0,0,1,1,0,0,0,102,0,0,0,0,1,1,3,489.0,337.0,576.0,390.0,581.0,338.0,639.0,366.0,467.3333333333333,120.9641820264714,576.0,337.0,643.2857142857143,273.17986400032885,1090.0,337.0,559.6428571428571,237.06558882847904,1090.0,333.0,511.3333333333333,198.7959156822746,1090.0,263.0,482.18333333333334,188.9048268727383,1143.0,225.0,478.47777777777776,185.084932084959,1143.0,225.0,570.1496521516456,562.3214798716398,528.771824392719,383.0,390.0,581.0,338.0,423.0,6.883462586413092
2023-04-14,2023,4,14,4,Friday,15,2,0,1,17.0,3.3,Cloudy,1,0,1,0,25,810.0,438.0,382.0,667.7142857142857,597.9285714285714,534.0666666666667,380.9425444596443,389,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,104,0.9760105506323683,-0.21772323039653177,0.9709418174260521,-0.2393156642875575,0,Autumn,1,0,0,0,1,1,0,0,0,103,0,0,0,0,1,1,3,975.0,489.0,337.0,438.0,648.0,447.0,409.0,570.0,600.3333333333334,333.2526569036373,975.0,337.0,727.8571428571429,270.79600475353453,1090.0,337.0,601.4285714285714,255.68902815897127,1090.0,333.0,533.8333333333334,211.8239482623985,1090.0,263.0,487.78333333333336,198.3752728291924,1143.0,225.0,485.24444444444447,191.93235647792957,1143.0,225.0,671.3622391137342,617.3452825554211,557.5607389480275,810.0,438.0,648.0,447.0,585.75,5.966146739123692
2023-04-15,2023,4,15,5,Saturday,15,2,0,1,19.0,1.7,Cloudy,1,0,0,0,25,818.0,848.0,338.0,670.0,596.9285714285714,550.6,380.9425444596443,834,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,105,0.9721181966290613,-0.23449138957040985,0.9709418174260521,-0.2393156642875575,1,Autumn,1,0,0,0,1,1,0,0,0,104,0,1,1,0,0,1,2,389.0,975.0,489.0,848.0,557.0,488.0,421.0,464.0,617.6666666666666,313.47301850930234,975.0,389.0,667.7142857142857,295.1664582828445,1090.0,337.0,597.9285714285714,258.41899914843566,1090.0,333.0,534.0666666666667,211.65471773676552,1090.0,263.0,487.45,198.52664296285707,1143.0,225.0,483.23333333333335,191.98256299565858,1143.0,225.0,600.7716793353006,586.899244881365,546.6858525642839,818.0,848.0,557.0,488.0,677.75,6.727431724850855
2023-04-16,2023,4,16,6,Sunday,15,2,0,1,13.8,2.6,Cloudy,1,0,1,0,25,1090.0,449.0,447.0,592.8571428571429,604.1428571428571,554.0333333333333,380.9425444596443,550,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,106,0.9679377830240642,-0.25119006388481935,0.9709418174260521,-0.2393156642875575,1,Autumn,1,0,0,0,1,1,0,0,0,105,0,1,1,0,1,1,3,834.0,389.0,975.0,449.0,856.0,515.0,334.0,380.0,732.6666666666666,305.8599897556617,975.0,389.0,670.0,296.5827596697647,1090.0,337.0,596.9285714285714,257.40194975225774,1090.0,333.0,550.6,215.15441127166127,1090.0,263.0,494.3333333333333,203.2863611577727,1143.0,225.0,487.34444444444443,195.49551913662083,1143.0,225.0,659.0787595014755,619.8460122305164,565.2222491730398,1090.0,449.0,856.0,515.0,727.5,6.311734809152915
2023-04-17,2023,4,17,0,Monday,16,2,0,1,5.1,0.9,Cloudy,1,0,0,0,25,576.0,519.0,488.0,565.4285714285714,594.5,550.5666666666667,380.9425444596443,384,0.0,1.0,1.0,6.123233995736766e-17,107,0.9634705485641488,-0.2678143051621742,0.9350162426854148,-0.35460488704253545,0,Autumn,1,0,0,0,1,1,0,0,0,106,0,0,0,0,0,1,2,550.0,834.0,389.0,519.0,263.0,387.0,379.0,358.0,591.0,225.31533458688529,834.0,389.0,592.8571428571429,232.41875180474628,975.0,337.0,604.1428571428571,254.3340798552649,1090.0,333.0,554.0333333333333,214.26417521743852,1090.0,263.0,497.93333333333334,202.3091162826665,1143.0,225.0,489.23333333333335,195.26783968048386,1143.0,225.0,631.8090696261066,610.5332105997809,564.2401685812308,576.0,519.0,263.0,387.0,436.25,5.953243334287785
2023-04-18,2023,4,18,1,Tuesday,16,2,0,1,16.3,2.0,Cloudy,1,0,0,0,25,337.0,333.0,515.0,567.2857142857143,595.7142857142857,545.0666666666667,380.9425444596443,350,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,108,0.9587178169872964,-0.2843591872810034,0.9350162426854148,-0.35460488704253545,0,Autumn,1,0,0,0,1,1,0,0,0,107,0,0,0,0,0,1,2,384.0,550.0,834.0,333.0,310.0,531.0,740.0,387.0,589.3333333333334,227.56391043689987,834.0,384.0,565.4285714285714,245.690087402034,975.0,337.0,594.5,260.2997532431823,1090.0,333.0,550.5666666666667,216.20196230780869,1090.0,263.0,498.01666666666665,202.26031989900974,1143.0,225.0,489.52222222222224,195.09065756504987,1143.0,225.0,569.85680221958,580.3287825198101,552.6117706082482,337.0,333.0,310.0,531.0,377.75,5.860786223465865
2023-04-19,2023,4,19,2,Wednesday,16,2,0,0,17.2,1.3,Cloudy,1,0,0,0,25,489.0,355.0,387.0,533.2857142857143,588.2857142857143,540.5333333333333,380.9425444596443,251,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,109,0.9536809966304457,-0.30081980763566735,0.9350162426854148,-0.35460488704253545,0,Autumn,1,0,0,0,1,1,0,0,0,108,0,0,0,0,0,1,1,350.0,384.0,550.0,355.0,359.0,543.0,631.0,357.0,428.0,107.0140177733738,550.0,350.0,567.2857142857143,243.71685366815487,975.0,350.0,595.7142857142857,259.02254982661526,1090.0,337.0,545.0666666666667,219.21567609018786,1090.0,263.0,491.51666666666665,200.6119022160313,1143.0,225.0,489.1111111111111,195.34794336332197,1143.0,225.0,514.892601664685,549.6182781838355,539.5400434722322,489.0,355.0,359.0,543.0,436.5,5.529429087511423
2023-04-20,2023,4,20,3,Thursday,16,2,0,0,17.1,0.4,Sunny,1,0,0,0,25,975.0,383.0,531.0,439.1428571428572,583.5,533.3666666666667,380.9425444596443,316,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,110,0.9483615800121715,-0.3171912885891061,0.9350162426854148,-0.35460488704253545,0,Autumn,1,0,0,0,3,0,0,0,1,109,0,0,0,0,0,1,1,251.0,350.0,384.0,383.0,390.0,581.0,577.0,364.0,328.3333333333333,69.09655080634091,384.0,251.0,533.2857142857143,271.47849165002276,975.0,251.0,588.2857142857143,267.7997037315041,1090.0,251.0,540.5333333333333,223.95223218099565,1090.0,251.0,485.18333333333334,202.12636521276565,1143.0,225.0,487.93333333333334,196.46973063599336,1143.0,225.0,448.9194512485137,509.80250775932416,520.9245567966044,975.0,383.0,390.0,581.0,582.25,5.75890177387728
2023-04-21,2023,4,21,4,Friday,16,2,0,0,20.4,2.4,Cloudy,1,0,0,1,20,389.0,810.0,543.0,453.8571428571428,560.7857142857143,531.6666666666666,380.9425444596443,492,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,111,0.9427611433904207,-0.3334687789181868,0.9350162426854148,-0.35460488704253545,0,Autumn,1,0,0,0,1,1,0,0,0,110,0,0,0,0,0,1,2,316.0,251.0,350.0,810.0,438.0,648.0,339.0,433.0,305.6666666666667,50.30241876225478,350.0,251.0,439.14285714285717,196.75062775963272,834.0,251.0,583.5,272.31112014357075,1090.0,251.0,533.3666666666667,227.67694647026298,1090.0,251.0,480.8333333333333,202.92381192538176,1143.0,225.0,487.4,196.87467067923234,1143.0,225.0,415.6895884363853,483.9621733914143,507.7036176484364,389.0,810.0,438.0,648.0,571.25,6.20050917404269
2023-04-22,2023,4,22,5,Saturday,16,2,0,0,11.2,1.6,Cloudy,1,0,0,0,25,834.0,818.0,581.0,389.2857142857143,529.6428571428571,525.0333333333333,380.9425444596443,382,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,112,0.9368813462954315,-0.3496474552512284,0.9350162426854148,-0.35460488704253545,1,Autumn,1,0,0,0,1,1,0,0,0,111,0,0,1,0,0,1,1,492.0,316.0,251.0,818.0,848.0,557.0,225.0,716.0,353.0,124.68760964907432,492.0,251.0,453.85714285714283,196.22642412226128,834.0,251.0,560.7857142857143,265.13281971101225,1090.0,251.0,531.6666666666666,227.7929085713651,1090.0,251.0,483.3833333333333,202.0708125307467,1143.0,225.0,488.05555555555554,196.78970473614044,1143.0,225.0,434.76719132728897,485.03388360589236,506.6904810259567,834.0,818.0,848.0,557.0,764.25,5.948034989180646
2023-04-23,2023,4,23,6,Sunday,16,2,0,0,18.2,0.9,Cloudy,1,0,1,0,25,550.0,1090.0,648.0,375.7142857142857,484.2857142857143,518.6,380.9425444596443,455,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,113,0.9307239310379795,-0.36572252349726897,0.9350162426854148,-0.35460488704253545,1,Autumn,1,0,0,0,1,1,0,0,0,112,0,0,1,0,1,1,2,382.0,492.0,316.0,1090.0,449.0,856.0,298.0,318.0,396.6666666666667,88.9119414552021,492.0,316.0,389.2857142857143,102.05997303173325,550.0,251.0,529.6428571428571,258.1095793360932,1090.0,251.0,525.0333333333333,229.19988014279429,1090.0,251.0,486.0,199.67049127185967,1143.0,251.0,484.34444444444443,195.58843289200044,1143.0,225.0,421.57539349546676,471.29603245844004,498.64593386299174,550.0,1090.0,449.0,856.0,736.25,6.1224928095143865
2023-04-24,2023,4,24,0,Monday,17,2,0,0,20.3,4.8,Cloudy,1,0,0,0,25,384.0,576.0,557.0,372.8571428571428,469.1428571428572,512.1666666666666,380.9425444596443,364,0.0,1.0,1.0,6.123233995736766e-17,114,0.9242907221930934,-0.3816892202666588,0.8854560256532099,-0.4647231720437685,0,Autumn,1,0,0,0,1,1,0,0,0,113,0,0,0,0,0,1,1,455.0,382.0,492.0,576.0,519.0,263.0,495.0,254.0,443.0,55.97320787662588,492.0,382.0,375.7142857142857,81.34026121938702,492.0,251.0,484.2857142857143,201.69223644394012,975.0,251.0,518.6,228.3363520230023,1090.0,251.0,488.6166666666667,198.18824228124913,1143.0,251.0,485.8666666666667,194.81083881896387,1143.0,225.0,429.93154512160004,469.12322813064804,495.8300671621536,384.0,576.0,519.0,263.0,435.5,5.8998973535824915
2023-04-25,2023,4,25,1,Tuesday,17,2,1,0,8.4,0.0,Partly Cloudy,1,0,0,0,25,350.0,337.0,856.0,373.7142857142857,470.5,495.5,380.9425444596443,356,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,115,0.9175836260593937,-0.39754281428255595,0.8854560256532099,-0.4647231720437685,0,Autumn,1,0,0,0,2,0,1,0,0,114,0,0,0,0,0,1,2,364.0,455.0,382.0,337.0,333.0,310.0,478.0,252.0,400.3333333333333,48.190593826319336,455.0,364.0,372.85714285714283,81.35196898135212,492.0,251.0,469.14285714285717,202.2343869196019,975.0,251.0,512.1666666666666,229.93043675669918,1090.0,251.0,486.43333333333334,198.83724429169237,1143.0,251.0,487.0888888888889,193.6815783902546,1143.0,225.0,413.44865884120003,455.1067977132283,487.32490153878894,350.0,337.0,333.0,310.0,332.5,5.877735781779639
2023-04-26,2023,4,26,2,Wednesday,17,2,0,0,16.8,0.8,Cloudy,1,0,0,0,25,251.0,489.0,263.0,377.2857142857143,455.2857142857143,495.9333333333333,380.9425444596443,276,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,116,0.9106046300942163,-0.4132786077829042,0.8854560256532099,-0.4647231720437685,0,Autumn,1,0,0,0,1,1,0,0,0,115,0,0,0,0,0,1,1,356.0,364.0,455.0,489.0,355.0,359.0,1143.0,594.0,391.6666666666667,54.99393905998445,455.0,356.0,373.7142857142857,81.1022282589785,492.0,251.0,470.5,201.34117619297157,975.0,251.0,495.5,222.13738370967485,1090.0,251.0,484.4,199.5474710948225,1143.0,251.0,488.24444444444447,192.57027382762752,1143.0,225.0,399.0864941309,441.89255801813124,478.8523272459639,251.0,489.0,355.0,359.0,363.5,5.6240175061873385
2023-04-27,2023,4,27,3,Thursday,17,2,0,0,13.5,0.1,Sunny,1,0,0,0,25,316.0,975.0,310.0,384.4285714285714,411.7857142857143,497.8,380.9425444596443,366,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,117,0.9033558023246845,-0.4288919379124835,0.8854560256532099,-0.4647231720437685,0,Autumn,1,0,0,0,3,0,0,0,1,116,0,0,0,0,0,1,1,276.0,356.0,364.0,975.0,383.0,390.0,578.0,403.0,332.0,48.66210024238496,364.0,276.0,377.2857142857143,75.12814449484372,492.0,276.0,455.2857142857143,207.78036798186997,975.0,251.0,495.93333333333334,221.6804057621029,1090.0,251.0,469.95,181.63480076091605,1090.0,251.0,484.7111111111111,193.52305814155434,1143.0,225.0,368.314870598175,419.7735502823804,465.7650803268695,316.0,975.0,383.0,390.0,516.0,5.905361848054571
2023-04-28,2023,4,28,4,Friday,17,2,0,0,15.2,2.9,Cloudy,1,0,0,0,25,492.0,389.0,359.0,362.8571428571428,408.3571428571428,497.2,380.9425444596443,341,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,118,0.895839290734909,-0.4443781781046132,0.8854560256532099,-0.4647231720437685,0,Autumn,1,0,0,0,1,1,0,0,0,117,0,0,0,0,0,1,1,366.0,276.0,356.0,389.0,810.0,438.0,487.0,550.0,332.6666666666667,49.328828623161684,366.0,276.0,384.42857142857144,70.5687776637261,492.0,276.0,411.7857142857143,144.81350264892603,834.0,251.0,497.8,220.29218841316657,1090.0,251.0,466.4166666666667,181.55928122481123,1090.0,251.0,484.3,193.73777308284807,1143.0,225.0,367.73615294863123,412.6037435780631,459.32862353158765,492.0,389.0,810.0,438.0,532.25,5.834810737062605
